病気,"illness (usu. excluding minor ailments, e.g. common cold), disease, sickness",病気[びょうき],Noun,"bad habit, bad behaviour, weakness, failing; crazy, insane, disturbed, sick in the head",,jlpt-n5
会社,"company, corporation, firm",会社[かいしゃ],Noun,one's workplace,,jlpt-n5
上げる,"to raise, to elevate",上[あ]げる,"Ichidan verb, Transitive verb","to do up (one's hair); to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.); to land (a boat); to deep-fry; to show someone (into a room); to give; to send someone (away); to enrol (one's child in school), to enroll; to increase (price, quality, status, etc.), to develop (talent, skill), to improve; to make (a loud sound), to raise (one's voice); to earn (something desirable); to praise; to give (an example, etc.), to cite; to summon up (all of one's energy, etc.); to arrest; to nominate; to summon (for geishas, etc.); to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.); to bear (a child); to conduct (a ceremony, esp. a wedding); (of the tide) to come in; to vomit; to do for (the sake of someone else); to complete ...; to humbly do ...",,jlpt-n2 jlpt-n4 jlpt-n5
結婚,marriage,結婚[けっこん],"Noun, Suru verb, Intransitive verb",,,jlpt-n5
言葉,"language, dialect",言葉[ことば],Noun,"word, phrase, expression, term; speech, (manner of) speaking, (use of) language; words, remark, statement, comment; learning to speak, language acquisition",,jlpt-n5
目,"eye, eyeball",目[め],Noun,"eyesight, sight, vision; look, stare, gaze, glance; notice, attention, observation, eyes (of the world, public, etc.); an experience; viewpoint; discrimination, discernment, judgement, eye (e.g. for quality); (an) appearance; chance (of success), possibility (of a good result); spacing (between crossed strands of a net, mesh, etc.), opening, stitch, texture, weave; grain (of wood, paper); eye (of a storm, needle, etc.); intersection (on a go board), square (on a chessboard); dot (on a dice), pip, rolled number; graduation, division (of a scale); tooth (of a saw, comb, etc.); ordinal number suffix; somewhat, -ish; point (e.g. of change)",,jlpt-n5
走る,to run,走[はし]る,"Godan verb with 'ru' ending, Intransitive verb","to run (of a vehicle), to drive, to travel, to move, to sail; to rush (to), to dash, to race; to retreat, to flee, to defect (to); to run away, to abscond, to elope; to flash (of lightning), to streak, to shoot (through; e.g. of pain), to run (through), to flare, to flit (e.g. across one's face), to spread quickly (of news, shock, etc.); to go (e.g. bad, to extremes), to become, to turn, to take to (e.g. crime), to get carried away by (e.g. one's emotions), to get involved in, to get wrapped up in; to run (through; of a road, street, etc.), to extend (e.g. of a mountain range), to stretch, to lie",,jlpt-n5
名前,name,名前[なまえ],Noun,"given name, first name",,jlpt-n5
旅行,"travel, trip, journey, excursion, tour",旅行[りょこう],"Noun, Suru verb, Intransitive verb",,,jlpt-n5
道,"road, path, street, lane, passage",道[みち],Noun,"route, way; distance, journey; road (e.g. to victory), course; way (of living, proper conduct, etc.), moral principles; teachings (esp. Confucian or Buddhist), dogma; field (e.g. of medicine), subject, speciality; means, way, method",,jlpt-n5
飛行機,"airplane, aeroplane, plane, aircraft",飛行機[ひこうき],Noun,,,jlpt-n5
映画,"movie, film, motion picture",映画[えいが],Noun,,,jlpt-n5
音楽,music,音楽[おんがく],Noun,,,jlpt-n5
木,"tree, shrub, bush",木[き],Noun,"wood, timber; wooden clappers (signalling the beginning or end of a performance)",,jlpt-n5
大学,"university, college",大学[だいがく],Noun,former imperial university of Japan (established under the ritsuryō system for the training of government administrators); the Great Learning (one of the Four Books),,jlpt-n5
時計,"clock, watch, timepiece",時計[とけい],Noun,,,jlpt-n5
家族,family,家族[かぞく],Noun,,,jlpt-n5
花,"flower, blossom, bloom, petal",花[はな],Noun,"cherry blossom; beauty; blooming (esp. of cherry blossoms); ikebana; hanafuda; (the) best; glorious, lovely",,jlpt-n5
猫,"cat (esp. the domestic cat, Felis catus)",猫[ねこ],Noun,shamisen; geisha; wheelbarrow; clay bed-warmer; bottom (submissive partner of a homosexual relationship),,jlpt-n5
毎日,every day,毎日[まいにち],"Noun, Adverb ",,,jlpt-n5
宿題,"homework, assignment",宿題[しゅくだい],Noun,"pending issue, unresolved problem, open question",,jlpt-n5
雪,"snow, snowfall",雪[ゆき],Noun,,,jlpt-n5
山,"mountain, hill",山[やま],"Noun, Counter","mine (e.g. coal mine); heap, pile; crown (of a hat), thread (of a screw), tread (of a tire), protruding part of an object, high part; climax, peak, critical point; guess, speculation, gamble; criminal case, crime; mountain climbing, mountaineering; festival float (esp. one mounted with a decorative halberd); deck (of playing cards on table, face down, from which cards are drawn), stack; wall, wall tile; temple, temple grounds; wild",,jlpt-n5
窓,window,窓[まど],Noun,,,jlpt-n5
動物,animal,動物[どうぶつ],Noun,,,jlpt-n5
夜,"evening, night",夜[よる],"Noun, Adverb ",dinner,,jlpt-n3 jlpt-n5
料理,"cooking, cookery, cuisine, meal, food, dish, item on a menu",料理[りょうり],"Noun, Suru verb, Transitive verb","(easily) dealing with something, handling (well)",,jlpt-n5
夏,summer,夏[なつ],"Noun, Adverb ",,,jlpt-n5
新聞,newspaper,新聞[しんぶん],Noun,,,jlpt-n5
公園,(public) park,公園[こうえん],Noun,,,jlpt-n5
意味,"meaning, significance, sense",意味[いみ],"Noun, Suru verb, Transitive verb",,,jlpt-n5
自転車,"bicycle, bike",自転車[じてんしゃ],Noun,,,jlpt-n5
足,"foot, paw, arm (of an octopus, squid, etc.)",足[あし],Noun,"leg; gait; pace; lower radical of a kanji; means of transportation, (one's) ride; money, coin",,jlpt-n5
電車,"train, electric train",電車[でんしゃ],Noun,,,jlpt-n5
散歩,"walk, stroll",散歩[さんぽ],"Noun, Suru verb, Intransitive verb",,,jlpt-n3 jlpt-n5
声,voice,声[こえ],Noun,"singing (of a bird), chirping (of an insect), hoot; voice, opinion (as expressed in words), view, wish, attitude, will; sound; sense (of something's arrival), feeling; voice, voiced sound",,jlpt-n5
朝,morning,朝[あさ],"Noun, Adverb ",breakfast,,jlpt-n5
歌,"song, singing",歌[うた],Noun,classical Japanese poem (esp. tanka); modern poetry,,jlpt-n5
靴,"shoe, shoes, boots, footwear, footgear",靴[くつ],Noun,,,jlpt-n5
箱,"box, case, chest, package, pack, crate",箱[はこ],Noun,"car (of a train, etc.); shamisen case, shamisen; public building, community building; man who carries a geisha's shamisen; receptacle for human waste, feces (faeces); counter for boxes (or boxed objects)",,jlpt-n5
机,desk,机[つくえ],Noun,,,jlpt-n5
帽子,"hat, cap",帽子[ぼうし],Noun,,,jlpt-n5
海,"sea, ocean, waters",海[うみ],Noun,,,jlpt-n5
授業,"lesson, class, teaching, instruction, classwork, schoolwork",授業[じゅぎょう],"Noun, Suru verb, Intransitive verb",,,jlpt-n5
銀行,"bank, banking institution",銀行[ぎんこう],Noun,,,jlpt-n5
写真,"photograph, photo, picture, snapshot, snap",写真[しゃしん],Noun,,,jlpt-n5
冬,winter,冬[ふゆ],"Noun, Adverb ",,,jlpt-n5
村,village,村[むら],Noun,,,jlpt-n5
傘,"umbrella, parasol",傘[かさ],Noun,"something shaped like an umbrella or a conical hat, shade (of a lamp), mushroom cap, pileus",,jlpt-n5
口,mouth,口[くち],Noun,"opening, hole, gap, orifice; mouth (of a bottle), spout, nozzle, mouthpiece; gate, door, entrance, exit; speaking, speech, talk (i.e. gossip); taste, palate; mouth (to feed); opening (i.e. vacancy), available position; invitation, summons; kind, sort, type; opening (i.e. beginning); counter for mouthfuls, shares (of money), stove burners, and swords",,jlpt-n5
橋,bridge,橋[はし],Noun,,,jlpt-n5
病院,"hospital, clinic, doctor's office, doctor's surgery, infirmary",病院[びょういん],Noun,,,jlpt-n5
図書館,library,図書館[としょかん],Noun,,,jlpt-n5
春,"spring, springtime",春[はる],"Noun, Adverb ","New Year; prime (of life), height (of one's prosperity), heyday; adolescence, puberty; sexuality, sexual desire",,jlpt-n5
買い物,"shopping, purchased goods",買[か]い 物[もの],"Noun, Suru verb, Intransitive verb",,,jlpt-n5
椅子,"chair, stool",椅子[いす],Noun,"post, office, position",,jlpt-n3 jlpt-n5
自動車,"car, automobile, motorcar, motor vehicle, auto",自動車[じどうしゃ],Noun,,,jlpt-n5
色,"colour, color, hue, tint, tinge, shade",色[いろ],Noun,"complexion, skin colour, skin color; look (on one's face), expression; appearance, air, feeling; personality, character; tone (of one's voice, etc.), tune, sound, ring; love, lust, sensuality, love affair; lover, paramour; beauty, sexiness, physical appeal; kind, type, variety",,jlpt-n5
卵,"eggs, egg, spawn, roe",卵[たまご],Noun,"(hen's) egg; (an expert) in the making; beginning, origin, infancy",,jlpt-n5
肉,flesh,肉[にく],Noun,"meat; flesh (of a fruit), pulp; the physical body (as opposed to the spirit), flesh; thickness; content, substance, flesh; ink pad",,jlpt-n5
風邪,"(common) cold, influenza, flu, ague, inflammatory respiratory system illness (in general)",風邪[かぜ],Noun,,,jlpt-n5
掃除,"cleaning, sweeping, dusting, scrubbing",掃除[そうじ],"Noun, Suru verb, Transitive verb",,,jlpt-n5
紙,paper,紙[かみ],Noun,,,jlpt-n5
鍵,key,鍵[かぎ],Noun,"lock; key (to a problem, success, etc.), clue",,jlpt-n3 jlpt-n5
雑誌,"journal, magazine, periodical",雑誌[ざっし],Noun,,,jlpt-n5
切符,ticket,切符[きっぷ],Noun,,,jlpt-n5
外国人,"foreigner, foreign citizen, foreign national, alien, non-Japanese",外国人[がいこくじん],Noun,,,jlpt-n5
財布,"wallet, purse, coin purse, billfold, pocketbook",財布[さいふ],Noun,,,jlpt-n5
鉛筆,pencil,鉛筆[えんぴつ],Noun,,,jlpt-n5
大人,"adult, grown-up",大人[おとな],"Noun, Noun which may take the genitive case particle 'no', Na-adjective ",,,jlpt-n5
塩,"salt, common salt, table salt, sodium chloride",塩[しお],Noun,"hardship, toil, trouble; saltiness; cold, unwelcoming, indifferent",,jlpt-n1 jlpt-n5
地図,"map, atlas, chart, plan",地図[ちず],Noun,,,jlpt-n5
夏休み,"summer vacation, summer holiday",夏休[なつやす]み,Noun,,,jlpt-n5
砂糖,sugar,砂糖[さとう],Noun,,,jlpt-n5
池,pond,池[いけ],Noun,,,jlpt-n5
郵便局,post office,郵便局[ゆうびんきょく],Noun,,,jlpt-n5
教室,"classroom, lecture room",教室[きょうしつ],Noun,"department (in a university); class, lessons, course; school (for a particular discipline), teaching establishment",,jlpt-n5
耳,ear,耳[みみ],Noun,"hearing; ear (for music, etc.); edge, crust, heel (of bread or cheese), selvedge (of woven fabric), selvage; ear (of a pot, jug, etc.), handle",,jlpt-n5
切手,"stamp (postage), merchandise certificate",切手[きって],Noun,,,jlpt-n5
台所,kitchen,台所[だいどころ],"Noun, Noun which may take the genitive case particle 'no'",financial situation,,jlpt-n5
電気,electricity,電気[でんき],Noun,(electric) light,,jlpt-n5
歯,"tooth, teeth",歯[は],Noun,"tooth (of a comb, saw, etc.), cog; support (of a geta)",,jlpt-n5
作文,"writing (an essay, prose, etc.), composition",作文[さくぶん],"Noun, Suru verb, Intransitive verb",formal writing with little real meaning,,jlpt-n5
紅茶,black tea,紅茶[こうちゃ],Noun,,,jlpt-n5
家庭,"home, household, family, hearth",家庭[かてい],Noun,,,jlpt-n5
野菜,vegetable,野菜[やさい],Noun,,,jlpt-n5
風呂,"bath, bathing, bathtub, bathroom",風呂[ふろ],Noun,"bathhouse, public bath; room for drying lacquerware; base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)",,jlpt-n3 jlpt-n5
玄関,"entrance, front door, entryway, entranceway, entry hall, vestibule, porch, foyer, mud room",玄関[げんかん],Noun,,,jlpt-n5
地下鉄,"subway, metro, underground (railway)",地下鉄[ちかてつ],Noun,,,jlpt-n5
鼻,nose,鼻[はな],Noun,,,jlpt-n5
緑,green,緑[みどり],"Noun, Noun which may take the genitive case particle 'no'","greenery, verdure",,jlpt-n5
昼,"noon, midday",昼[ひる],Noun,daytime; lunch,,jlpt-n5
西,west,西[にし],Noun,,,jlpt-n5
白,white,白[しろ],Noun,"innocence, innocent person; blank space; white go stone; white dragon tile; skewered grilled pig intestine",,jlpt-n5
洗濯,"washing, laundry",洗濯[せんたく],"Noun, Suru verb","relaxing, taking a break",,jlpt-n5
冷蔵庫,"refrigerator, fridge",冷蔵庫[れいぞうこ],Noun,,,jlpt-n5
南,south,南[みなみ],Noun,,,jlpt-n5
火曜日,Tuesday,火曜日[かようび],"Noun, Adverb ",,,jlpt-n5
北,north,北[きた],Noun,"the North, northern territories; North Korea; north wind",,jlpt-n5
茶色,"brown, light brown, tawny",茶色[ちゃいろ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n5
喫茶店,"coffee shop, tearoom, coffee lounge, coffeehouse, cafe",喫茶店[きっさてん],Noun,,,jlpt-n5
黒,black,黒[くろ],Noun,"black stone; guilt, guilty person",,jlpt-n5
青,"blue, azure",青[あお],"Noun, Noun which may take the genitive case particle 'no'","green; green light (traffic); black (horse coat color); blue 5-point card; immature, unripe, young",,jlpt-n5
靴下,"socks, sock, stockings, stocking",靴下[くつした],Noun,,,jlpt-n5
封筒,envelope,封筒[ふうとう],Noun,,,jlpt-n5
辺,"area, vicinity, region",辺[へん],Noun,"side, edge; circumstances",,jlpt-n5
黄色,"yellow, amber",黄色[きいろ],"Noun, Noun which may take the genitive case particle 'no', Na-adjective ",,,jlpt-n1 jlpt-n5
映画館,"movie theatre, movie theater, cinema",映画館[えいがかん],Noun,,,jlpt-n5
箸,chopsticks,箸[はし],Noun,,,jlpt-n2 jlpt-n5
食堂,"dining room, dining hall, cafeteria, canteen, messroom",食堂[しょくどう],Noun,"restaurant, eatery, snack bar, diner",,jlpt-n5
牛肉,beef,牛肉[ぎゅうにく],Noun,,,jlpt-n5
交差点,"crossing, intersection",交差点[こうさてん],Noun,,,jlpt-n5
漢字,"kanji, Chinese character",漢字[かんじ],Noun,,,jlpt-n5
茶わん,"rice bowl, tea cup, teacup",茶[ちゃ]わん,Noun,,,jlpt-n2 jlpt-n5
曇り,"cloudiness, cloudy weather",曇[くも]り,Noun,"fog (on a mirror, glasses, etc.), cloud (e.g. in marble), blur, mist, shadow, dimness; gloom, dejection",,jlpt-n3 jlpt-n5
背広,business suit,背広[せびろ],Noun,,,jlpt-n5
万年筆,fountain pen,万年筆[まんねんひつ],Noun,,,jlpt-n5
灰皿,ashtray,灰皿[はいざら],Noun,,,jlpt-n1 jlpt-n5
大使館,embassy,大使館[たいしかん],Noun,,,jlpt-n5
豚肉,pork,豚肉[ぶたにく],Noun,,,jlpt-n5
飲む,"to drink, to gulp, to swallow, to take (medicine)",飲[の]む,"Godan verb with 'mu' ending, Transitive verb","to smoke (tobacco); to engulf, to overwhelm; to keep down, to suppress; to accept (e.g. demand, condition); to make light of, to conceal",,jlpt-n5
頭,head,頭[あたま],Noun,"hair (on one's head); mind, brains, intellect; leader, chief, boss, captain; top, tip; beginning, start; head, person; down payment, deposit; top structural component of a kanji; pair",,jlpt-n5
日曜日,Sunday,日曜日[にちようび],"Noun, Adverb ",,,jlpt-n5
誕生日,birthday,誕生日[たんじょうび],Noun,,,jlpt-n5
可愛い,"cute, adorable, charming, lovely, pretty",かわいい,I-adjective ,"dear, precious, darling, pet; innocent, childlike, childish, lovable; dainty, little, tiny",,jlpt-n1 jlpt-n5usually_kana
鞄,"bag, satchel, briefcase, basket",かばん,Noun,,,jlpt-n5usually_kana
土曜日,Saturday,土曜日[どようび],"Noun, Adverb ",,,jlpt-n5
月曜日,Monday,月曜日[げつようび],"Noun, Adverb ",,,jlpt-n5
金曜日,Friday,金曜日[きんようび],"Noun, Adverb ",,,jlpt-n5
花瓶,(flower) vase,花瓶[かびん],Noun,,,jlpt-n5
本棚,"bookshelves, bookshelf, bookcase",本棚[ほんだな],Noun,,,jlpt-n5
木曜日,Thursday,木曜日[もくようび],"Noun, Adverb ",,,jlpt-n5
石鹸,soap,石鹸[せっけん],Noun,,,jlpt-n2 jlpt-n5
水曜日,Wednesday,水曜日[すいようび],"Noun, Adverb ",,,jlpt-n5
飴,"(hard) candy, toffee",飴[あめ],Noun,"rice-sugar, sugar made from the starch of rice, potatoes, etc.; amber, yellowish-brown",,jlpt-n5
八百屋,"greengrocer, fruit and vegetable shop",八百屋[やおや],Noun,jack of all trades,,jlpt-n5
腕,arm,腕[うで],Noun,"skill, efforts, ability",,jlpt-n4
人形,"doll, puppet, marionette",人形[にんぎょう],Noun,"puppet (person under the control of another), straw man, yes-man",,jlpt-n4
文化,"culture, civilization, civilisation",文化[ぶんか],Noun,Bunka era (1804.2.11-1818.4.22),,jlpt-n4
海岸,"coast, beach",海岸[かいがん],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n4
産業,industry,産業[さんぎょう],"Noun, Noun which may take the genitive case particle 'no'","livelihood, occupation",,jlpt-n4
動物園,"zoo, zoological gardens",動物園[どうぶつえん],Noun,,,jlpt-n4
美術館,"art museum, art gallery",美術館[びじゅつかん],Noun,,,jlpt-n4
水道,"water supply, water service, waterworks, tap water",水道[すいどう],Noun,"channel, strait; water course, waterway",,jlpt-n4
飛行場,"airfield, airport",飛行場[ひこうじょう],Noun,,,jlpt-n4
葡萄,"grape, grapevine",ぶどう,Noun,,,jlpt-n4usually_kana
成る,"to become, to get, to grow, to turn, to reach, to attain",なる,"Godan verb with 'ru' ending, Intransitive verb","to result in, to turn out, to end up, to prove (to be); to consist of, to be composed of, to be made up of; to be completed, to be realized, to succeed, to be attained, to be accomplished; to change (into), to turn (into), to transform; to come (to do), to begin (to do), to grow (to do); to come to, to amount to, to add up to, to make; to play (the part of), to act as; to be used for, to be useful for, to serve as; to be promoted; to do ...",,jlpt-n3 jlpt-n5usually_kana
程,"extent, degree, measure",ほど,"Noun, Adverb ","limit, bounds; (span of) time; (a) distance; the state of, the status of, the condition of; about, around, approximately, or so; as much as ..., to the extent of ..., like ...; the more ... the more ...",,jlpt-n3usually_kana
事故,"accident, incident, trouble",事故[じこ],Noun,"circumstances, reasons",,jlpt-n4
息子,son,息子[むすこ],Noun,penis,,jlpt-n4
生活,"life, living",生活[せいかつ],"Noun, Suru verb, Intransitive verb","livelihood, (one's) living",,jlpt-n4
注意,"attention, notice, heed",注意[ちゅうい],"Noun, Suru verb, Intransitive verb","care, caution, precaution, looking out (for), watching out (for); advice, warning, caution, reminder; admonishment, reprimand, telling-off",,jlpt-n4
女性,"woman, female",女性[じょせい],"Noun, Noun which may take the genitive case particle 'no'",feminine gender,,jlpt-n4
生きる,"to live, to exist",生[い]きる,"Ichidan verb, Intransitive verb","to make a living, to subsist; to be in effect, to be in use, to function; to come to life, to be enlivened; to be safe (in baseball, go, etc.)",,jlpt-n4
船,"ship, boat, watercraft, vessel, seaplane",船[ふね],Noun,"tank, tub, vat, trough; counter for boat-shaped containers (e.g. of sashimi)",,jlpt-n3 jlpt-n4
説明,"explanation, exposition, description, account, caption, legend",説明[せつめい],"Noun, Suru verb, Transitive verb",,,jlpt-n4
警察,police,警察[けいさつ],Noun,"police officer; police station; self-appointed enforcer (of a rule, standard, etc.), busybody, vigilante, gatekeeper",,jlpt-n4
危険,"danger, peril, hazard",危険[きけん],"Noun, Na-adjective ",risk,,jlpt-n4
世界,"the world, society, the universe",世界[せかい],Noun,"sphere, circle, world; world-renowned, world-famous; realm governed by one Buddha, space",,jlpt-n4
戦争,war,戦争[せんそう],"Noun, Suru verb, Intransitive verb","fighting, fierce competition",,jlpt-n4
小説,"novel, story, (work of) fiction",小説[しょうせつ],Noun,,,jlpt-n4
関係,"relation, relationship, connection",関係[かんけい],"Noun, Suru verb, Intransitive verb","participation, involvement, concern; influence, effect; sexual relations, sexual relationship; related to, connected to",,jlpt-n4
研究,"study, research, investigation",研究[けんきゅう],"Noun, Suru verb, Transitive verb",,,jlpt-n4
会議,"meeting, conference, session, assembly, council, convention, congress",会議[かいぎ],"Noun, Suru verb, Intransitive verb, Transitive verb",,,jlpt-n4
音,"sound, noise",音[おと],Noun,(musical) note; fame,,jlpt-n1 jlpt-n3 jlpt-n4
普通,"normal, ordinary, regular, usual, common, average",普通[ふつう],"Noun which may take the genitive case particle 'no', Na-adjective ","normally, ordinarily, usually, generally, commonly; local train, train that stops at every station",,jlpt-n4
湖,lake,湖[みずうみ],Noun,,,jlpt-n4
夢,dream,夢[ゆめ],Noun,,,jlpt-n4
空港,airport,空港[くうこう],Noun,,,jlpt-n4
数学,mathematics,数学[すうがく],Noun,,,jlpt-n4
教育,"education, schooling, training, instruction, teaching, upbringing",教育[きょういく],"Noun, Suru verb, Transitive verb","culture, cultivation, education",,jlpt-n4
赤ちゃん,"baby, infant",赤[あか]ちゃん,Noun,,,jlpt-n1 jlpt-n4
火,"fire, flame, blaze",火[ひ],"Noun, Noun, used as a suffix",,,jlpt-n4
自由,"freedom, liberty",自由[じゆう],"Noun, Na-adjective ",,,jlpt-n4
森,forest,森[もり],Noun,shrine grove,,jlpt-n4
法律,law,法律[ほうりつ],Noun,,,jlpt-n4
気分,"feeling, mood",気分[きぶん],Noun,,,jlpt-n4
壁,"wall, partition",壁[かべ],Noun,"barrier, obstacle; Chinese ""Wall"" constellation (one of the 28 mansions)",,jlpt-n4
田舎,"rural area, countryside, the sticks",田舎[いなか],Noun,hometown,,jlpt-n4
気,"spirit, mind, heart",気[き],Noun,"nature, disposition; intention, mind, will, motivation; mood, feelings; consciousness; care, attention, consideration, worry; interest; (the) air, atmosphere; ambience, atmosphere (of), air (of), mood; fragrance, aroma, flavour, taste; qi (in traditional Chinese philosophy and medicine), chi, ki",,jlpt-n4
男性,"man, male",男性[だんせい],"Noun, Noun which may take the genitive case particle 'no'",masculine gender,,jlpt-n4
地震,earthquake,地震[じしん],Noun,,,jlpt-n4
故障,"fault, trouble, breakdown, failure, being out of order",故障[こしょう],"Noun, Suru verb, Intransitive verb","damage (to a part of the body), injury, hurt; problem, hitch, obstacle, hindrance; objection, protest",,jlpt-n3 jlpt-n4
人口,population,人口[じんこう],Noun,common talk,,jlpt-n4
残念,"regrettable, unfortunate, disappointing, vexing",残念[ざんねん],"Na-adjective , Noun",,,jlpt-n4
島,island,島[しま],Noun,"one's territory (of a sex worker, organized crime gang, etc.), one's turf",,jlpt-n4
歴史,history,歴史[れきし],Noun,,,jlpt-n4
教会,"church, congregation",教会[きょうかい],Noun,,,jlpt-n4
住所,"address, residence, domicile",住所[じゅうしょ],Noun,,,jlpt-n4
社会,"society, public, community, the world",社会[しゃかい],Noun,social studies,,jlpt-n4
工場,"factory, plant, mill, workshop",工場[こうじょう],Noun,,,jlpt-n4
趣味,"hobby, pastime",趣味[しゅみ],Noun,"tastes, preference, liking",,jlpt-n4
経済,"economy, economics",経済[けいざい],Noun,"finance, (one's) finances, financial circumstances; being economical, economy, thrift",,jlpt-n4
台風,"typhoon, hurricane",台風[たいふう],Noun,,,jlpt-n4
卒業,"graduation, completion (of a course)",卒業[そつぎょう],"Noun, Suru verb, Intransitive verb","moving on (from), outgrowing (something); leaving (a group, company, etc.), quitting",,jlpt-n4
雲,cloud,雲[くも],Noun,,,jlpt-n4
光,light,光[ひかり],Noun,"illumination, ray, beam, gleam, glow; happiness, hope; influence, power; vision, eyesight; optical fiber, optical fibre",,jlpt-n4
贈り物,"present, gift",贈[おく]り 物[もの],Noun,,,jlpt-n4
科学,science,科学[かがく],Noun,,,jlpt-n4
政治,"politics, government",政治[せいじ],Noun,,,jlpt-n4
特別,"special, particular, extraordinary, exceptional, especial",特別[とくべつ],"Na-adjective , Noun which may take the genitive case particle 'no', Adverb , Noun",,,jlpt-n4
水泳,swimming,水泳[すいえい],"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'",,,jlpt-n4
講義,lecture,講義[こうぎ],"Noun, Suru verb, Transitive verb",,,jlpt-n4
指,"finger, toe, digit",指[ゆび],Noun,,,jlpt-n4
生産,"production, manufacture",生産[せいさん],"Noun, Suru verb, Transitive verb",,,jlpt-n3 jlpt-n4
会話,"conversation, talk, chat",会話[かいわ],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
玩具,toy,おもちゃ,Noun,(person or thing treated as a) plaything,,jlpt-n1 jlpt-n4usually_kana
季節,"season, time of year",季節[きせつ],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n4
翻訳,translation,翻訳[ほんやく],"Noun, Suru verb, Transitive verb","deciphering, decoding; translation",,jlpt-n4
貿易,"(foreign) trade, (international) commerce, importing and exporting",貿易[ぼうえき],"Noun, Suru verb, Intransitive verb",,,jlpt-n4
文学,literature,文学[ぶんがく],Noun,,,jlpt-n4
葉,"leaf, blade (of grass), (pine) needle",葉[は],Noun,,,jlpt-n4
交通,"traffic, transportation, communication, exchange (of ideas, etc.), intercourse",交通[こうつう],"Noun, Suru verb",,,jlpt-n4
遊び,"play, playing, game",遊[あそ]び,Noun,"pleasure, amusement, pastime, recreation, diversion; play (in a mechanism, e.g. a steering wheel); flexibility (in a performance, art, etc.), freedom; flyleaf",,jlpt-n4
道具,"tool, implement, instrument, utensil, apparatus, device",道具[どうぐ],Noun,means; furniture,,jlpt-n4
背中,back (of the body),背中[せなか],Noun,,,jlpt-n4
入学,"admission (to a school or university), entrance, enrolment, enrollment, matriculation",入学[にゅうがく],"Noun, Suru verb, Intransitive verb",,,jlpt-n3 jlpt-n4
指輪,(finger) ring,指輪[ゆびわ],Noun,,,jlpt-n4
発音,pronunciation,発音[はつおん],"Noun, Suru verb, Transitive verb",production of sound,,jlpt-n4
