殖やす,"to increase, to add to, to augment",殖[ふ]やす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
大層,"very, extremely, exceedingly, greatly, terribly",たいそう,Adverb ,"extreme, excessive, great many, large number of; splendid, impressive, tremendous, immense; exaggerated",,jlpt-n2usually_kana
幾分,"somewhat, to some extent, to some degree",幾分[いくぶん],"Adverb , Noun","some, part, portion",,jlpt-n2
存じる,"to know, to be aware (of), to be acquainted (with)",存[ぞん]じる,"Ichidan verb, Transitive verb","to think, to consider, to believe, to feel",Humble (kenjougo) language,jlpt-n2
温める,"to warm (up), to heat (up)",温[あたた]める,"Ichidan verb, Transitive verb","to sit on (an idea, plan, etc.), to keep to oneself, to nurse, to mull over; to renew (an old friendship); to take for oneself",,jlpt-n2
一休み,"(short) rest, breather, break",一休[ひとやす]み,"Noun, Suru verb, Intransitive verb",,,jlpt-n2
遡る,"to go upstream, to go up (a river)",さかのぼる,"Godan verb with 'ru' ending, Intransitive verb","to go back (to the past or origin), to date back (to), to trace back (to), to be retroactive (to)",,jlpt-n1 jlpt-n2usually_kana
泊める,"to give shelter to, to lodge, to put up, to accommodate",泊[と]める,"Ichidan verb, Transitive verb",,,jlpt-n2
怪しい,"suspicious, dubious, questionable, dodgy, shady, fishy",怪[あや]しい,I-adjective ,"doubtful, unsure, uncertain, unlikely, implausible; untrustworthy, unreliable, clumsy, awkward, shaky, poor; strange, weird, eerie, spooky, uncanny; ominous (e.g. weather), threatening, dangerous (e.g. financial situation), uncertain; suspicious (of a potential amorous relation); mysterious, bewitching, alluring, enticing, enchanting",,jlpt-n2
溜まる,"to collect, to gather, to save, to accumulate, to pile up",たまる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2usually_kana
是非とも,"by all means, at all costs, absolutely",是非[ぜひ]とも,Adverb ,,,jlpt-n1 jlpt-n2
足る,"to be sufficient, to be enough",足[た]る,"Godan verb with 'ru' ending, Intransitive verb","to be worth doing, to be worthy of, to deserve; to do (the job), to serve, to answer",,jlpt-n2
塞ぐ,"to stop up, to close up, to block (up), to plug up, to shut up, to cover (ears, eyes, etc.), to close (eyes, mouth)",塞[ふさ]ぐ,"Godan verb with 'gu' ending, Transitive verb","to stand in the way, to obstruct; to occupy, to fill up, to take up; to perform one's role, to do one's duty; to feel depressed, to be in low spirits, to mope",,jlpt-n2
平気,"cool, calm, composed, unconcerned, nonchalant, unmoved, indifferent",平気[へいき],"Na-adjective , Noun","all right, fine, OK, okay",,jlpt-n2
仲直り,"reconciliation, making up (with), making peace (with), being friends again, patching up a quarrel",仲直[なかなお]り,"Noun, Suru verb, Intransitive verb",,,jlpt-n2
独りでに,"by itself, automatically, naturally",ひとりでに,Adverb ,,,jlpt-n1 jlpt-n2usually_kana
折角,"with trouble, at great pains",せっかく,"Adverb , Noun","rare, valuable, precious, long-awaited; kind, generous; specially, especially, expressly",,jlpt-n2usually_kana
物凄い,"terrific, staggering, tremendous, incredible, extreme",ものすごい,I-adjective ,"frightful, ghastly, horrific, terrible, awful, gruesome, eerie",,jlpt-n2usually_kana
掻く,to scratch,かく,"Godan verb with 'ku' ending, Transitive verb","to perspire; to shovel, to paddle",,jlpt-n2usually_kana
見下ろす,"to overlook, to command a view of, to look down on",見下[みお]ろす,"Godan verb with 'su' ending, Transitive verb","to despise, to look down on",,jlpt-n2
混ぜる,"to mix, to stir, to blend",混[ま]ぜる,"Ichidan verb, Transitive verb",,,jlpt-n2
比較的,"comparatively, relatively",比較的[ひかくてき],Adverb ,,,jlpt-n2
偉い,"great, excellent, admirable, remarkable, distinguished, important, celebrated, famous, eminent",偉[えら]い,I-adjective ,"very troublesome, awful, terrible; tiring, tough; very, extremely",,jlpt-n2
憧れる,"to long for, to yearn after, to admire, to be attracted by",憧[あこが]れる,"Ichidan verb, Intransitive verb",,,jlpt-n2
喧しい,"noisy, loud, clamorous, boisterous",やかましい,I-adjective ,"much talked of, much-discussed, vexed; strict, severe, stern; particular, fussy, fastidious, fault-finding, carping",,jlpt-n1 jlpt-n2usually_kana
塞がる,"to be closed, to be blocked, to be healed (e.g. wound), to be shut up",ふさがる,"Godan verb with 'ru' ending, Intransitive verb","to be clogged, to be plugged up; to be occupied, to be taken (e.g. accommodation)",,jlpt-n2usually_kana
空っぽ,"empty, vacant, hollow",空[から]っぽ,"Noun which may take the genitive case particle 'no', Na-adjective , Noun",,,jlpt-n2
遠足,"school trip, field trip, excursion, outing",遠足[えんそく],"Noun, Suru verb, Intransitive verb","long walk, excursion (on foot)",,jlpt-n2
大人しい,"gentle, quiet, mild, meek, obedient, docile, well-behaved, tame",おとなしい,I-adjective ,"quiet (color, pattern, etc.), sober",,jlpt-n1 jlpt-n2usually_kana
引っ掛かる,"to be caught in, to be stuck in",引[ひ]っ 掛[か]かる,"Godan verb with 'ru' ending, Intransitive verb","to stop by, to drop in for a short visit, to be delayed, to take time; to get mixed up in (trouble), to get entangled in (a problem), to be involved with; to fall for (a trick), to be deceived, to be cheated; to be on one's mind, to worry one, to be bothered by, to feel uneasy; to be obstructed, to be hindered; to splash",,jlpt-n2
忽ち,"in an instant, in a moment, immediately, right away, at once",たちまち,Adverb ,"suddenly, all of a sudden, all at once",,jlpt-n1 jlpt-n2usually_kana
醜い,"ugly, unattractive, bad-looking",醜[みにく]い,I-adjective ,"unsightly, unseemly, disgraceful, shameful, dishonorable",,jlpt-n2
巻く,"to wind, to coil, to roll, to wear (e.g. turban, scarf)",巻[ま]く,"Godan verb with 'ku' ending, Transitive verb","to envelope, to shroud; to outflank, to skirt; to link (verse); to move ahead (three hours, etc.), to move up",,jlpt-n2
燃やす,to burn,燃[も]やす,"Godan verb with 'su' ending, Transitive verb","to burn with (emotion, feeling), to be fired up",,jlpt-n2
兎も角,"anyhow, anyway, somehow or other, generally speaking, in any case, be that as it may",ともかく,Adverb ,"apart from ..., setting ... aside",,jlpt-n1 jlpt-n2usually_kana
剃る,to shave,剃[そ]る,"Godan verb with 'ru' ending, Transitive verb",,,jlpt-n1 jlpt-n2
照らす,"to shine on, to illuminate",照[て]らす,"Godan verb with 'su' ending, Transitive verb","to compare (with), to refer to",,jlpt-n2
申し訳ない,"I'm sorry, (it's) inexcusable, I feel regretful, I feel guilty",申[もう]し 訳[わけ]ない,"Expressions , I-adjective ","thank you very much (for help, etc.)",,jlpt-n2
覗く,"to peek (through a keyhole, gap, etc.)",覗[のぞ]く,"Godan verb with 'ku' ending, Transitive verb","to look down into (a ravine, etc.); to peek into (a shop, bookstore, etc.); to sneak a look at, to take a quick look at; to peep (through a telescope, microscope, etc.); to stick out (a scarf from a collar, etc.), to peek through (sky through a forest canopy, etc.); to examine (an expression), to study (a face); to face",,jlpt-n2
詫びる,"to apologize, to apologise, to make an apology",詫[わ]びる,"Ichidan verb, Transitive verb",,,jlpt-n2
尻尾,tail (of an animal),尻尾[しっぽ],Noun,"tail end, tip",,jlpt-n1 jlpt-n2
崩す,"to destroy, to demolish, to pull down, to tear down, to level",崩[くず]す,"Godan verb with 'su' ending, Transitive verb","to disturb, to put into disorder, to throw off balance, to make shaky; to relax (one's pose), to make oneself at ease; to break (a bill), to change, to make change; to write in cursive style, to write in running style; to break into a smile, to let off a smile; to lower (a price)",,jlpt-n2
裏返す,"to turn inside out, to turn the other way, to turn (something) over",裏返[うらがえ]す,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
囁く,"to whisper, to murmur",ささやく,"Godan verb with 'ku' ending, Intransitive verb","to rumor, to rumour",,jlpt-n2usually_kana
厚かましい,"impudent, shameless, brazen, cheeky, presumptuous",厚[あつ]かましい,I-adjective ,,,jlpt-n2
怒鳴る,"to shout (in anger), to yell",怒鳴[どな]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n1 jlpt-n2
鈍い,"dull (e.g. a knife), blunt",鈍[にぶ]い,I-adjective ,"thickheaded, obtuse, stupid; dull (sound, color, etc.), dim (light); slow, sluggish, inert, lethargic; insensitive, dull (e.g. reflexes), unperceptive, unfeeling",,jlpt-n2
思いがけない,"unexpected, contrary to expectations, by chance, casual",思[おも]いがけない,I-adjective ,,,jlpt-n2
突っ込む,"to thrust (something) into (something), to cram, to stuff, to shove",突[つ]っ 込[こ]む,"Godan verb with 'mu' ending, Transitive verb","to plunge into, to charge into, to rush into, to ram into, to crash into; to delve into (a matter), to go into depth, to get to the heart (of something); to press (someone) about, to point out (e.g. an inconsistency), to question sharply, to grill; to get involved with, to meddle in, to poke one's nose into; to riposte, to retort, to quip",,jlpt-n2
撒く,"to scatter, to sprinkle, to strew",まく,"Godan verb with 'ku' ending, Transitive verb","to distribute (flyers, etc.), to give out, to hand out; to shake off (a pursuer, companion, etc.), to give the slip, to throw off, to lose, to get rid of",,jlpt-n2usually_kana
揃える,"to collect, to gather, to get together, to complete (a collection)",揃[そろ]える,"Ichidan verb, Transitive verb","to arrange, to put in order, to prepare, to get ready; to make uniform, to make even, to match",,jlpt-n2
可愛がる,"to be affectionate to, to treat tenderly, to dote on, to show one's love (for), to cherish",可愛[かわい]がる,"Godan verb with 'ru' ending, Transitive verb","to show favouritism to, to be partial to; to fondle, to caress, to pet; to be tough on, to be rough with, to torment, to train harshly",,jlpt-n1 jlpt-n2
縫う,"to sew, to stitch",縫[ぬ]う,"Godan verb with 'u' ending, Transitive verb",to weave one's way (e.g. through a crowd),,jlpt-n2
恋しい,"yearned for, longed for, missed",恋[こい]しい,I-adjective ,,,jlpt-n2
敷く,"to spread out, to lay out",敷[し]く,Godan verb with 'ku' ending,to cover; to lay (e.g. railway tracks); to sit on; to take a position; to impose widely (e.g. over a city),,jlpt-n2
冷める,"to cool down, to get cold",冷[さ]める,"Ichidan verb, Intransitive verb","to cool off (excitement, temper, etc.), to subside, to dampen, to fade, to wane; to be cold (eyes, expression, etc.), to be composed",,jlpt-n2
組み立てる,"to assemble, to put together, to set up, to construct, to build, to compose (a story, poem, etc.)",組[く]み 立[た]てる,"Ichidan verb, Transitive verb","to form (words, sentences, etc.)",,jlpt-n2
映る,"to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)",映[うつ]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
傾く,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to",傾[かたむ]く,"Godan verb with 'ku' ending, Intransitive verb","to go down (sun, moon), to sink; to decline, to wane, to ebb, to fall away; to tend (towards), to be inclined (to), to come around to (opinion, etc.)",,jlpt-n1 jlpt-n2
独り言,"soliloquy, monologue, speaking to oneself",独[ひと]り 言[ごと],Noun,,,jlpt-n2
補う,"to supplement, to make up for, to compensate for, to cover (a shortage, loss, etc.), to fill (e.g. a vacancy)",補[おぎな]う,"Godan verb with 'u' ending, Transitive verb",,,jlpt-n2
編む,"to knit, to plait, to braid",編[あ]む,"Godan verb with 'mu' ending, Transitive verb","to compile (anthology, dictionary, etc.), to edit",,jlpt-n2
意地悪,"malicious, ill-tempered, unkind, mean, nasty",意地悪[いじわる],"Na-adjective , Noun",,,jlpt-n2
擦る,"to rub, to scrub, to scrape",こする,"Godan verb with 'ru' ending, Transitive verb",,,jlpt-n2usually_kana
住まい,"dwelling, house, residence, address",住[す]まい,Noun,"living, life",,jlpt-n2
近づける,"to bring near, to bring close, to let go near",近[ちか]づける,"Ichidan verb, Transitive verb","to associate with, to bring (people) together, to let come near (of a person)",,jlpt-n2
嗅ぐ,"to sniff, to smell",嗅[か]ぐ,"Godan verb with 'gu' ending, Transitive verb",,,jlpt-n2
甘やかす,"to pamper, to spoil",甘[あま]やかす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
水平線,horizon (related to bodies of water),水平線[すいへいせん],Noun,,,jlpt-n2
躓く,"to trip (over), to stumble",つまずく,"Godan verb with 'ku' ending, Intransitive verb","to fail, to suffer a setback",,jlpt-n1 jlpt-n2usually_kana
済まない,"inexcusable, unjustifiable, unpardonable",すまない,I-adjective ,"sorry, remorseful, apologetic, conscience-stricken, contrite; excuse me, (I'm) sorry, thank you",,jlpt-n1 jlpt-n2usually_kana
至急,"urgent, pressing, immediate, prompt, express",至急[しきゅう],"Noun which may take the genitive case particle 'no', Noun","urgently, promptly, at once, right away, without delay, as soon as possible",,jlpt-n2
爽やか,"fresh, refreshing, invigorating, pleasant, delightful",爽[さわ]やか,Na-adjective ,"clear (voice), fluent (speech), eloquent",,jlpt-n1 jlpt-n2
図々しい,"impudent, shameless, brazen, forward, audacious, cheeky",図々[ずうずう]しい,I-adjective ,,,jlpt-n1 jlpt-n2
砕ける,"to break (into pieces), to be broken, to be smashed",砕[くだ]ける,"Ichidan verb, Intransitive verb","to collapse, to crumble, to decline, to cool (e.g. enthusiasm), to dampen (e.g. one's will to fight); to become less formal, to throw off reserve, to become affable; to become easy to understand (e.g. a story); to be worried",,jlpt-n2
散らかる,"to be in disorder, to lie scattered around",散[ち]らかる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
含める,to include (in a group or scope),含[ふく]める,"Ichidan verb, Transitive verb","to instruct, to make one understand; to include (a nuance), to put in (an implication); to put in (someone's) mouth; to permeate with flavor",,jlpt-n2
慰める,"to comfort, to console, to amuse",慰[なぐさ]める,"Ichidan verb, Transitive verb",,,jlpt-n2
捕る,"to catch (a wild animal, fish, insect, baseball, etc.), to capture",捕[と]る,"Godan verb with 'ru' ending, Transitive verb",,,jlpt-n2
生意気,"impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash",生意気[なまいき],"Na-adjective , Noun",,,jlpt-n2
固まる,"to harden, to solidify",固[かた]まる,"Godan verb with 'ru' ending, Intransitive verb","to become firm, to become certain; to gather (together), to assemble, to huddle together; to freeze, to hang, to stop responding",,jlpt-n2
改めて,"another time, again, over again, once again, anew",改[あらた]めて,Adverb ,"formally, especially, intentionally, deliberately",,jlpt-n2
敬う,"to show respect for, to revere, to honour, to honor, to worship, to hold in esteem",敬[うやま]う,"Godan verb with 'u' ending, Transitive verb",,,jlpt-n2
返る,"to return, to come back, to go back",返[かえ]る,"Godan verb with 'ru' ending, Intransitive verb","to turn over; to become extremely, to become completely",,jlpt-n1 jlpt-n2
早速,"at once, immediately, without delay, promptly",早速[さっそく],Adverb ,,,jlpt-n2
這う,"to crawl, to creep, to go on all fours",這[は]う,"Godan verb with 'u' ending, Intransitive verb","to slither, to wriggle; to trail (of vines, flowers, etc.), to spread, to creep",,jlpt-n2
必需品,"necessities, necessary article, requisite, essentials",必需品[ひつじゅひん],Noun,,,jlpt-n2
浮く,to float,浮[う]く,"Godan verb with 'ku' ending, Intransitive verb","to become merry, to be cheerful; to become loose, to become unsteady; to feel out of it, to be cut off (e.g. from those around you), to feel out of place; to be frivolous, to be uncertain; to have (time, money, etc.) left over, to be saved (e.g. money); to have no basis, to be unreliable",,jlpt-n2
承る,"to hear, to be told, to know",承[うけたまわ]る,"Godan verb with 'ru' ending, Transitive verb","to receive (order), to undertake, to comply, to take (a reservation, etc.)",Humble (kenjougo) language,jlpt-n2
蒸し暑い,"humid, sultry",蒸[む]し 暑[あつ]い,I-adjective ,,,jlpt-n2
焦げる,"to burn, to scorch, to char, to singe",焦[こ]げる,"Ichidan verb, Intransitive verb",,,jlpt-n2
背負う,to carry on one's back,背負[せお]う,"Godan verb with 'u' ending, Transitive verb","to be burdened with, to take responsibility for; to have (something) in the background, to be in front (of something); to be conceited, to think highly of oneself",,jlpt-n1 jlpt-n2
険しい,"precipitous, rugged, inaccessible, impregnable, steep",険[けわ]しい,I-adjective ,"grim, severe, stern",,jlpt-n2
引き返す,"to turn back, to go back, to come back, to return, to retrace one's steps",引[ひ]き 返[かえ]す,"Godan verb with 'su' ending, Intransitive verb",,,jlpt-n2
欠伸,"yawn, yawning",あくび,"Noun, Suru verb, Intransitive verb","kanji ""yawning"" radical (radical 76)",,jlpt-n2usually_kana
出来上がる,"to be completed, to be finished, to be ready (e.g. to serve or eat)",出来上[できあ]がる,"Godan verb with 'ru' ending, Intransitive verb","to be very drunk, to get plastered",,jlpt-n2
転がる,"to roll, to tumble",転[ころ]がる,"Godan verb with 'ru' ending, Intransitive verb","to fall over, to roll over; to lie down; to be scattered about, to be lying around; (of a situation or outcome) to change, to turn out; to come easily, to be common, to fall into one's hands, to grow on trees",,jlpt-n2
何分,"some, any, (a) little, of some kind, of some sort",何分[なにぶん],"Noun, Noun which may take the genitive case particle 'no'","please; anyway, anyhow, at any rate, after all",,jlpt-n2
行き成り,"abruptly, suddenly, all of a sudden, without warning",いきなり,"Adverb , Noun which may take the genitive case particle 'no'",,,jlpt-n1 jlpt-n2usually_kana
下らない,"trivial, trifling, insignificant, not worth bothering with, worthless, useless, good-for-nothing",くだらない,I-adjective ,"stupid, nonsensical, absurd, foolish, silly",,jlpt-n1 jlpt-n2usually_kana
各地,"every place, various places",各地[かくち],"Noun, Noun which may take the genitive case particle 'no'",,,jlpt-n2
仮定,"assumption, supposition, hypothesis",仮定[かてい],"Noun, Suru verb, Transitive verb",supposition,,jlpt-n2
目茶苦茶,"absurd, unreasonable, nonsensical, preposterous, incoherent",めちゃくちゃ,"Na-adjective , Noun","extreme, senseless, reckless, wanton; disorderly, chaotic, confused, messy; incredibly, really, so, super",,jlpt-n1 jlpt-n2usually_kana
近寄る,"to approach, to draw near",近寄[ちかよ]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
妥当,"valid, proper, right, appropriate, reasonable",妥当[だとう],"Na-adjective , Noun, Suru verb, Intransitive verb",,,jlpt-n2
青白い,"pale, pallid",青白[あおじろ]い,I-adjective ,bluish-white,,jlpt-n2
お早う,good morning,おはよう,,,,jlpt-n1 jlpt-n2usually_kana
呉れ呉れも,"sincerely, earnestly, wholeheartedly",くれぐれも,Adverb ,"repeatedly, over and over, again and again",,jlpt-n1 jlpt-n2usually_kana
宛名,"name and address (on an envelope, etc.), (addressee's) name, addressee",宛名[あてな],Noun,,,jlpt-n2
逃がす,"to set free, to let go, to release",逃[に]がす,"Godan verb with 'su' ending, Transitive verb","to miss (e.g. a chance), to lose, to let get away, to fail to catch",,jlpt-n2
教わる,"to be taught, to learn, to take lessons in",教[おそ]わる,"Godan verb with 'ru' ending, Transitive verb",,,jlpt-n2
澄む,"to become clear (water, air, etc.), to become transparent",澄[す]む,"Godan verb with 'mu' ending, Intransitive verb","to resonate clearly (e.g. voice); to become serene, to become tranquil, to be free of worries; to pronounce as an unvoiced sound",,jlpt-n2
但し,"but, however, provided that",ただし,Conjunction,,,jlpt-n2usually_kana
跳ねる,"to jump, to leap, to prance, to spring up, to bound, to hop",跳[は]ねる,"Ichidan verb, Intransitive verb","to break up, to close, to come to an end; to hit (e.g. to have a car hit something or someone)",,jlpt-n2
静まる,"to become quiet, to quiet down, to quieten down",静[しず]まる,"Godan verb with 'ru' ending, Intransitive verb","to calm down, to die down, to subside, to abate, to be suppressed",,jlpt-n2
湿る,"to become damp, to become moist, to become wet",湿[しめ]る,"Godan verb with 'ru' ending, Intransitive verb","to lack energy, to be in a slump, to be in low spirits, to feel depressed",,jlpt-n2
災難,"calamity, misfortune, disaster",災難[さいなん],Noun,,,jlpt-n2
先ほど,"a short while ago, a moment ago, just now, some time ago",先[さき]ほど,"Noun, Adverb ",,,jlpt-n2
お代わり,"another helping, second helping, seconds, refill",おかわり,"Noun, Suru verb, Transitive verb",other paw! (dog command),,jlpt-n2usually_kana
姪,niece,姪[めい],Noun,,,jlpt-n2
恐縮,"feeling (much) obliged, being (very) grateful, being thankful",恐縮[きょうしゅく],"Noun, Suru verb, Intransitive verb","feeling sorry (for troubling someone), feeling ashamed (e.g. of an error), feeling embarrassed (e.g. by someone's compliments, hospitality, etc.); shrinking back in fear",,jlpt-n2
儲かる,"to be profitable, to yield a profit",儲[もう]かる,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
裂く,"to tear, to rip up",裂[さ]く,"Godan verb with 'ku' ending, Transitive verb","to cut up, to cleave, to cut open (esp. the abdomen); to forcibly separate (e.g. two lovers); to spare (time, money, etc.), to use part of something; to have a tattoo in the corner of one's eye",,jlpt-n2
痒い,itchy,かゆい,I-adjective ,,,jlpt-n1 jlpt-n2usually_kana
睨む,"to glare at, to scowl at, to glower at",にらむ,"Godan verb with 'mu' ending, Transitive verb","to stare intensely at, to examine carefully; to estimate, to guess, to suspect, to judge; to keep an eye on someone (e.g. a suspicious or untrustworthy person), to watch; to take account of, to take into consideration",,jlpt-n2usually_kana
重なる,"to be piled up, to lie on top of one another",重[かさ]なる,"Godan verb with 'ru' ending, Intransitive verb","to come one after another, to happen over and over, to pile up (e.g. stress), to accumulate; to overlap (each other), to occur at the same time, to happen simultaneously",,jlpt-n2
照る,to shine,照[て]る,"Godan verb with 'ru' ending, Intransitive verb","to look slightly upward (of a noh mask; indicating joy, etc.)",,jlpt-n2
畳む,"to fold (clothes, umbrella)",たたむ,"Godan verb with 'mu' ending, Transitive verb","to close (a shop, business); to vacate",,jlpt-n2usually_kana
甦る,"to be resurrected, to be resuscitated, to be rehabilitated, to be revived, to be refreshed, to be restored",甦[よみがえ]る,"Godan verb with 'ru' ending, Intransitive verb","to be recalled (e.g. memories), to be brought back",,jlpt-n2
落第,"failure (in an examination), failing to advance (to the next year)",落第[らくだい],"Noun, Suru verb, Intransitive verb","falling short of the standard, not making the grade",,jlpt-n2
打ち合わせ,"(preparatory) meeting, briefing session, (making) advance arrangements",打[う]ち 合[あ]わせ,"Noun, Suru verb, Transitive verb","overlap (of a coat, etc.); making something match exactly",,jlpt-n1 jlpt-n2
実る,"to bear fruit, to ripen",実[みの]る,"Godan verb with 'ru' ending, Intransitive verb","to produce (good) results, to show results, to bear fruit",,jlpt-n2
いつの間にか,"before one knows, before one becomes aware of, unnoticed, unawares",いつの 間[ま]にか,Adverb ,,,jlpt-n1 jlpt-n2
ご無沙汰,"not writing or contacting for a while, neglecting (failing) to write (call, visit, etc.), long silence",ご 無沙汰[ぶさた],"Noun, Suru verb, Intransitive verb",,,jlpt-n1 jlpt-n2
耕す,"to till, to plow, to plough, to cultivate",耕[たがや]す,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
薬缶,kettle,やかん,Noun,bald head,,jlpt-n2usually_kana
腰掛ける,to sit (down),腰掛[こしか]ける,"Ichidan verb, Intransitive verb",,,jlpt-n2
元々,"originally, from the start, from the beginning, from the outset, by nature",もともと,"Adverb , Noun which may take the genitive case particle 'no'","none the worse (for), (coming out) even, in the same position (as before)",,jlpt-n2usually_kana
溶け込む,"to melt into, to dissolve into, to merge into",溶[と]け 込[こ]む,"Godan verb with 'mu' ending, Intransitive verb","to blend into (surroundings), to fit in, to adapt to, to integrate",,jlpt-n2
溜める,"to amass, to accumulate, to store",溜[た]める,"Ichidan verb, Transitive verb",to leave unpaid,,jlpt-n2
乾かす,"to dry (clothes, etc.), to desiccate",乾[かわ]かす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
受け持つ,to take (be in) charge of,受[う]け 持[も]つ,"Godan verb with 'tsu' ending, Transitive verb",,,jlpt-n2
思い込む,"to be convinced (that), to be under the impression (that), to feel sure (that), to assume (that)",思[おも]い 込[こ]む,"Godan verb with 'mu' ending, Intransitive verb","to make up one's mind, to set one's heart on, to be determined (to do), to be bent on; to be obsessed (with a thought, idea, etc.), to think about obsessively",,jlpt-n2
平凡,"ordinary, common, commonplace, mediocre, unremarkable, undistinguished, uneventful",平凡[へいぼん],"Na-adjective , Noun",,,jlpt-n2
目眩,"dizziness, giddiness, vertigo",めまい,Noun,,,jlpt-n1 jlpt-n2usually_kana
威張る,"to put on airs, to act big, to throw one's weight about, to be overbearing, to be domineering, to be bossy, to be pushy, to be proud, to be haughty, to be arrogant, to swagger, to boast, to brag",威張[いば]る,"Godan verb with 'ru' ending, Intransitive verb",,,jlpt-n2
脱線,derailment,脱線[だっせん],"Noun, Suru verb, Intransitive verb","digression, deviation",,jlpt-n2
何となく,"somehow or other, for some reason or another, without knowing why",なんとなく,Adverb ,,,jlpt-n1 jlpt-n2usually_kana
謎々,"riddle, puzzle, enigma",なぞなぞ,Noun,,,jlpt-n2usually_kana
お休み,"holiday, day off, absence",お 休[やす]み,Noun,"sleep, rest; good night",Polite (teineigo) language,jlpt-n1 jlpt-n2
尖る,"to taper to a point, to become pointed, to become sharp",尖[とが]る,"Godan verb with 'ru' ending, Intransitive verb","to look displeased, to look sour, to be on edge, to be touchy",,jlpt-n2
下品,"vulgar, indecent, coarse, crude",下品[げひん],"Na-adjective , Noun",,,jlpt-n2
速達,"express, special delivery",速達[そくたつ],"Noun, Suru verb",,,jlpt-n2
騒々しい,"noisy, loud, boisterous, clamorous, raucous",騒々[そうぞう]しい,I-adjective ,"turbulent, unsettled, restless",,jlpt-n2
熱する,"to heat, to heat up",熱[ねっ]する,"Suru verb - special class, Transitive verb, Intransitive verb","to get excited, to get worked up, to get fired up",,jlpt-n2
惜しい,"regrettable, disappointing, unfortunate",惜[お]しい,I-adjective ,"precious, dear, valuable; too good for, deserving better; almost (but not quite), close (but no cigar)",,jlpt-n2
引き止める,"to detain, to check, to restrain, to stop",引[ひ]き 止[と]める,"Ichidan verb, Transitive verb",,,jlpt-n2
更ける,"to get late, to advance, to wear on",更[ふ]ける,"Ichidan verb, Intransitive verb",,,jlpt-n2
目上,"superior, superiors, senior",目上[めうえ],Noun,,,jlpt-n2
愈々,"more and more, all the more, increasingly",いよいよ,Adverb ,"at last, finally, beyond doubt; (at the) last moment, worst possible time",,jlpt-n1 jlpt-n2usually_kana
ため息,sigh,ため 息[いき],Noun,,,jlpt-n2
信ずる,"to believe, to believe in, to place trust in, to confide in, to have faith in",信[しん]ずる,"Ichidan verb - zuru verb , Transitive verb",,,jlpt-n2
真似る,"to mimic, to imitate",真似[まね]る,"Ichidan verb, Transitive verb",,,jlpt-n2
塩辛い,"salty (taste), briny",塩辛[しおから]い,I-adjective ,,,jlpt-n2
引力,"attraction (e.g. magnetic, gravitation), affinity, gravitational pull",引力[いんりょく],Noun,"attractiveness, magnetism",,jlpt-n2
濡らす,"to wet, to moisten, to dampen, to soak, to dip",濡[ぬ]らす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
散らかす,"to scatter around, to leave untidy, to make a mess",散[ち]らかす,"Godan verb with 'su' ending, Transitive verb",,,jlpt-n2
纏まる,"to find resolution, to be settled, to be agreed on, to be completed",まとまる,"Godan verb with 'ru' ending, Intransitive verb","to be collected, to be assembled, to be brought together; to be well arranged, to be in order, to be unified, to take shape, to be coherent",,jlpt-n2usually_kana
探る,"to feel around for, to fumble for, to grope for, to search for, to look for",探[さぐ]る,"Godan verb with 'ru' ending, Transitive verb","to investigate, to probe into, to spy on, to sound out; to explore (parts unknown), to enjoy (natural beauty)",,jlpt-n2
短所,"defect, demerit, weak point, disadvantage",短所[たんしょ],Noun,,,jlpt-n2
御洒落,"stylish, fashionable, trendy, chic, smartly dressed, careful about one's appearance",おしゃれ,Na-adjective ,"dressing (oneself) up, dressing smartly, dressing nicely, making oneself look attractive; fashionable dresser, smartly dressed person",,jlpt-n1 jlpt-n2usually_kana
広める,"to spread, to propagate, to popularize, to disseminate",広[ひろ]める,"Ichidan verb, Transitive verb","to broaden, to extend, to widen, to enlarge",,jlpt-n2
護謨,"gum, rubber",ゴム,Noun,eraser; condom,,jlpt-n2usually_kana
重たい,"heavy, weighty",重[おも]たい,I-adjective ,"heavy (feeling, atmosphere, etc.), serious, gloomy, depressing",,jlpt-n2
巫山戯る,"to joke, to jest, to kid, to josh",ふざける,"Ichidan verb, Intransitive verb","to make fun of, to laugh at, to play a prank; to romp, to gambol, to frolic, to frisk, to mess around, to fool around, to screw around; to neck, to make out",,jlpt-n1 jlpt-n2usually_kana
